Year,Année,ISO,Jurisdiction,Juridiction,Management,Aménagement,Harvesting method,Méthode de récolte,Tenure (En),Tenure (Fr),Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
2012,2012,ON,Ontario,Ontario,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,9350,a,9350,a
2012,2012,ON,Ontario,Ontario,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,,u,,u
2012,2012,ON,Ontario,Ontario,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,895,a,895,a
2012,2012,ON,Ontario,Ontario,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,,u,,u
2012,2012,ON,Ontario,Ontario,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2012,2012,ON,Ontario,Ontario,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2012,2012,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2012,2012,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,10,e,10,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,3224,e,3224,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,12,e,12,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,0,e,0,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,e,0,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,20,a,20,a
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,0,e,0,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,49,e,49,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,32,e,32,e
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2012,2012,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,40,a,40,a
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,27,a,27,a
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2012,2012,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,31,a,31,a
2012,2012,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2012,2012,QC,Quebec,Québec,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,161402,p,161402,p
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,2412,p,2412,p
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,10620,p,10620,p
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,373,p,373,p
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,789,p,789,p
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,62,p,62,p
2012,2012,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,14924,p,14924,p
2012,2012,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,1581,p,1581,p
2012,2012,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,6030,p,6030,p
2012,2012,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,7204,p,7204,p
2012,2012,QC,Quebec,Québec,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2012,2012,QC,Quebec,Québec,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2012,2012,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,14562,a,14562,a
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,0,a,0,a
2012,2012,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2012,2012,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2012,2012,YT,Yukon,Yukon,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2012,2012,YT,Yukon,Yukon,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2012,2012,YT,Yukon,Yukon,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,300,e,300,e
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,0,a,0,a
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,a,0,a
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,0,a,0,a
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,a,0,a
2012,2012,YT,Yukon,Yukon,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
2012,2012,YT,Yukon,Yukon,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,0,a,0,a
2012,2012,YT,Yukon,Yukon,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
2012,2012,YT,Yukon,Yukon,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,0,a,0,a
2012,2012,YT,Yukon,Yukon,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2012,2012,YT,Yukon,Yukon,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2012,2012,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2013,2013,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2013,2013,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2013,2013,AB,Alberta,Alberta,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,81821,a,81821,a
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,,u,,u
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,681,a,681,a
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,,u,,u
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,,u,,u
2013,2013,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
2013,2013,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,,u,,u
2013,2013,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,173,a,173,a
2013,2013,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,,u,,u
2013,2013,AB,Alberta,Alberta,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2013,2013,AB,Alberta,Alberta,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2013,2013,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,5,a,5,a
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2013,2013,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2013,2013,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2013,2013,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,215380,r,215380,r
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,28,r,28,r
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,297,r,297,r
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,0,r,0,r
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,130,r,130,r
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,r,0,r
2013,2013,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,2388,r,2388,r
2013,2013,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,0,r,0,r
2013,2013,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,122,r,122,r
2013,2013,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,0,r,0,r
2013,2013,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
2013,2013,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,0,r,0,r
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2013,2013,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,8151,E,8151,E
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,9078,e,9078,e
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,,u,,u
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,,u,,u
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,,u,,u
2013,2013,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,,u,,u
2013,2013,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,,u,,u
2013,2013,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2013,2013,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2013,2013,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,50,a,50,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,16,a,16,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,31982,a,31982,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,24570,a,24570,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,1156,a,1156,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,1479,a,1479,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,257,a,257,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,a,0,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,1949,a,1949,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,4847,a,4847,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,282,a,282,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,2988,a,2988,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2013,2013,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,4512,e,4512,e
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,1425,e,1425,e
2013,2013,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,,u,,u
